"TYPE","TIME","LAT","LON","ALT","BEARING","ACCURACY","SPEED","NAME","DESCRIPTION","SEGMENT"
"TRACK",,,,,,,,"Track 4","",
"P","2010-08-09T02:46:52Z","25.026914","121.52176","59.0","335.390625","64.0","0.5",,,"0"
"P","2010-08-09T02:46:54Z","25.026978","121.521754","60.0","335.390625","64.0","0.25",,,"0"
"P","2010-08-09T02:46:55Z","25.027134","121.521754","63.0","335.390625","64.0","0.5",,,"0"
"P","2010-08-09T02:46:56Z","25.027247","121.52176","65.0","335.390625","64.0","0.5",,,"0"
"P","2010-08-09T02:46:57Z","25.02752","121.521754","69.0","355.078125","64.0","1.25",,,"0"
"P","2010-08-09T02:46:58Z","25.027542","121.521813","73.0","356.8359375","48.0","1.0",,,"0"
"P","2010-08-09T02:46:59Z","25.02744","121.521835","78.0","356.8359375","48.0","0.75",,,"0"
"P","2010-08-09T02:47:00Z","25.027327","121.521894","86.0","356.8359375","48.0","0.25",,,"0"
"P","2010-08-09T02:47:01Z","25.027257","121.521947","92.0","356.8359375","32.0","0.25",,,"0"
"P","2010-08-09T02:47:02Z","25.02723","121.52199","96.0","356.8359375","32.0","0.0",,,"0"
"P","2010-08-09T02:47:08Z","25.02722","121.522044","106.0","356.8359375","24.0","0.5",,,"0"
"P","2010-08-09T02:47:09Z","25.027177","121.522065","106.0","169.1015625","24.0","0.75",,,"0"
"P","2010-08-09T02:47:12Z","25.027118","121.522092","107.0","173.671875","24.0","1.0",,,"0"
"P","2010-08-09T02:47:15Z","25.027043","121.522135","96.0","169.1015625","24.0","1.25",,,"0"
"P","2010-08-09T02:47:17Z","25.027","121.522157","87.0","173.671875","24.0","1.0",,,"0"
"P","2010-08-09T02:47:20Z","25.026978","121.522162","77.0","171.9140625","24.0","0.5",,,"0"
"P","2010-08-09T02:47:26Z","25.026941","121.522184","69.0","171.9140625","24.0","0.0",,,"0"
"P","2010-08-09T02:47:27Z","25.026935","121.522189","68.0","171.9140625","24.0","0.0",,,"0"
"P","2010-08-09T02:47:30Z","25.026705","121.522489","101.0","0.0","64.0","0.0",,,"0"
"P","2010-08-09T02:47:30Z","25.026705","121.522489","101.0","0.0","64.0","0.0",,,"0"
"P","2010-08-09T02:47:31Z","25.026705","121.522489","101.0","0.0","64.0","0.0",,,"0"
"P","2010-08-09T02:47:33Z","25.026522","121.522387","84.0","312.5390625","48.0","0.75",,,"0"
"P","2010-08-09T02:47:34Z","25.026571","121.52235","64.0","312.5390625","48.0","0.75",,,"0"
"P","2010-08-09T02:47:35Z","25.026646","121.522323","55.0","312.5390625","48.0","0.75",,,"0"
"P","2010-08-09T02:47:38Z","25.026764","121.52228","48.0","342.7734375","48.0","0.0",,,"0"
